,_id,goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,boundsCode,boundsDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_latest_year,latest_year,ObjectId
595,606,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,705,Slovenia,39,Europe,Country,SVN,1,14.82209486,46.11958061,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,21.0,21.0,20.0,16.0,14.0,15.0,12.0,12.0,12.0,11.0,9.5,10.0,7.5,7.7,7.9,7.2,6.5,6.2,6.2,2017.0,606
598,609,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,706,Somalia,14,Africa,Country,SOM,1,46.20367477,4.406485729,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,286.0,286.0,286.0,286.0,286.0,285.0,274.0,274.0,270.0,266.0,266.0,2017.0,609
601,612,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,710,South Africa,18,Africa,Country,ZAF,1,24.67184355,-29.99957544,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,585.0,666.0,746.0,820.0,883.0,932.0,963.0,977.0,977.0,967.0,948.0,922.0,892.0,849.0,820.0,759.0,618.0,567.0,567.0,2017.0,612
604,615,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,716,Zimbabwe,14,Africa,Country,ZWE,1,29.86909584,-19.00075492,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,605.0,617.0,617.0,617.0,607.0,588.0,561.0,527.0,487.0,450.0,416.0,384.0,355.0,304.0,278.0,242.0,233.0,221.0,221.0,2017.0,615
607,618,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,724,Spain,39,Europe,Country,ESP,1,-3.554078296,40.39211472,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,22.0,19.0,20.0,27.0,16.0,19.0,20.0,19.0,19.0,18.0,17.0,16.0,14.0,13.0,12.0,10.0,12.0,11.0,11.0,2017.0,618
610,621,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,728,South Sudan,14,Africa,Country,SSD,1,30.32618773,7.290839152,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,,,,,,,,,,,,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,2017.0,621
613,624,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,729,Sudan,15,Africa,Country,SDN,0,29.95650159,16.02643066,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,128.0,126.0,124.0,121.0,119.0,117.0,115.0,113.0,111.0,109.0,107.0,105.0,103.0,100.0,94.0,88.0,82.0,77.0,77.0,2017.0,624
619,630,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,740,Suriname,5,America,Country,SUR,1,-55.90626394,4.132603197,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,24.0,20.0,25.0,27.0,25.0,29.0,32.0,31.0,26.0,43.0,46.0,29.0,30.0,32.0,33.0,33.0,26.0,29.0,29.0,2017.0,630
625,636,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,748,Eswatini,18,Africa,Country,SWZ,1,31.50149288,-26.56471011,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,692.0,713.0,780.0,891.0,921.0,984.0,1010.0,976.0,937.0,1060.0,1050.0,851.0,718.0,653.0,539.0,404.0,332.0,308.0,308.0,2017.0,636
632,643,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,250,France,155,Europe,Country,FRA,1,2.457288129,46.62660861,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,12.0,12.0,11.0,12.0,10.0,9.9,9.8,11.0,11.0,9.5,9.2,9.0,8.9,8.9,8.5,8.4,8.7,9.0,9.0,2017.0,643
638,649,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,258,French Polynesia,61,Ocean Islands,Country,PYF,0,-149.4052367,-17.67709294,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,30.0,30.0,31.0,24.0,28.0,28.0,31.0,28.0,22.0,23.0,18.0,27.0,21.0,22.0,23.0,19.0,23.0,21.0,21.0,2017.0,649
644,655,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,262,Djibouti,14,Africa,Country,DJI,1,42.18274707,11.56004161,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,692.0,716.0,535.0,532.0,477.0,496.0,473.0,493.0,559.0,565.0,613.0,532.0,493.0,441.0,304.0,362.0,335.0,269.0,269.0,2017.0,655
647,658,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,266,Gabon,17,Africa,Country,GAB,1,11.78727747,-0.60687619,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,515.0,548.0,574.0,590.0,596.0,592.0,576.0,572.0,567.0,563.0,559.0,554.0,550.0,546.0,541.0,537.0,533.0,529.0,529.0,2017.0,658
650,661,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,268,Georgia,145,Asia,Country,GEO,1,43.3713615,42.04813028,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,254.0,243.0,228.0,210.0,192.0,175.0,161.0,149.0,140.0,133.0,127.0,122.0,119.0,116.0,106.0,99.0,92.0,86.0,86.0,2017.0,661
653,664,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,270,Gambia,11,Africa,Country,GMB,1,-15.39944785,13.45295927,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,185.0,189.0,192.0,193.0,192.0,191.0,189.0,186.0,183.0,180.0,178.0,176.0,175.0,173.0,174.0,174.0,174.0,174.0,174.0,2017.0,664
656,667,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,275,State of Palestine,145,Asia,Country,PSE,0,35.25694122,31.94347933,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,3.2,2.5,1.9,1.3,0.82,0.98,1.4,1.1,1.3,1.1,0.95,0.96,0.93,1.1,1.2,1.1,1.0,0.96,0.96,2017.0,667
659,670,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,276,Germany,155,Europe,Country,DEU,1,10.3806066,51.08862743,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,13.0,9.8,9.8,9.9,8.7,8.0,7.3,6.6,5.9,5.9,5.8,5.8,5.7,5.9,6.1,8.0,8.1,7.5,7.5,2017.0,670
662,673,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,288,Ghana,11,Africa,Country,GHA,1,-1.205623522,7.964825185,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,216.0,214.0,212.0,209.0,206.0,203.0,199.0,196.0,191.0,187.0,183.0,178.0,173.0,168.0,165.0,160.0,156.0,152.0,152.0,2017.0,673
668,679,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,296,Kiribati,57,Ocean Islands,Country,KIR,1,-157.5643005,1.768837732,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,373.0,275.0,281.0,399.0,428.0,449.0,501.0,433.0,425.0,346.0,348.0,410.0,406.0,469.0,469.0,552.0,566.0,413.0,413.0,2017.0,679
671,682,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,300,Greece,39,Europe,Country,GRC,1,22.58307827,39.47301873,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,7.3,5.2,5.8,6.1,7.5,7.1,6.3,6.2,5.9,5.4,4.5,4.6,5.2,5.0,4.9,4.5,4.2,4.5,4.5,2017.0,682
674,685,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,304,Greenland,21,America,Country,GRL,0,-41.39371316,74.75625681,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,129.0,132.0,135.0,138.0,141.0,144.0,147.0,150.0,152.0,128.0,231.0,234.0,171.0,196.0,177.0,165.0,118.0,116.0,116.0,2017.0,685
677,688,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,308,Grenada,29,Ocean Islands,Country,GRD,1,-61.68248568,12.11238395,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,0.0,0.56,1.1,2.2,2.2,1.7,1.1,3.3,5.5,5.5,4.4,2.2,1.1,0.55,0.0,5.4,6.4,3.2,3.2,2017.0,688
683,694,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,316,Guam,57,Ocean Islands,Country,GUM,0,144.7029305,13.35485404,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,40.0,46.0,37.0,16.0,36.0,46.0,32.0,38.0,64.0,74.0,73.0,59.0,49.0,34.0,40.0,54.0,53.0,60.0,60.0,2017.0,694
686,697,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,320,Guatemala,13,America,Country,GTM,1,-91.2312746,15.00273719,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,31.0,25.0,30.0,26.0,32.0,36.0,34.0,29.0,29.0,25.0,28.0,25.0,28.0,27.0,25.0,26.0,24.0,25.0,25.0,2017.0,697
689,700,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,324,Guinea,11,Africa,Country,GIN,1,-11.28173419,11.00210343,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,228.0,224.0,221.0,218.0,214.0,210.0,206.0,200.0,195.0,190.0,186.0,183.0,180.0,177.0,177.0,177.0,176.0,176.0,176.0,2017.0,700
692,703,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,328,Guyana,5,America,Country,GUY,1,-58.97322037,4.788012784,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,70.0,70.0,98.0,105.0,100.0,106.0,118.0,99.0,109.0,128.0,119.0,118.0,124.0,112.0,89.0,93.0,93.0,86.0,86.0,2017.0,703
695,706,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,332,Haiti,29,Ocean Islands,Country,HTI,1,-72.33640958,18.40426539,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,270.0,274.0,277.0,277.0,276.0,272.0,266.0,257.0,248.0,238.0,229.0,220.0,213.0,206.0,200.0,194.0,188.0,181.0,181.0,2017.0,706
704,715,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,340,Honduras,13,America,Country,HND,1,-86.59974381,14.82243161,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,123.0,94.0,82.0,72.0,62.0,57.0,53.0,45.0,45.0,45.0,44.0,48.0,44.0,43.0,40.0,41.0,40.0,38.0,38.0,2017.0,715
707,718,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,344,"China, Hong Kong Special Administrative Region",30,Asia,Country,HKG,0,114.0266445,22.41749934,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,104.0,116.0,107.0,100.0,96.0,95.0,93.0,89.0,92.0,85.0,81.0,77.0,78.0,76.0,76.0,71.0,69.0,67.0,67.0,2017.0,718
710,721,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,348,Hungary,151,Europe,Country,HUN,1,19.41221519,47.1651448,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,35.0,33.0,31.0,31.0,26.0,21.0,19.0,18.0,16.0,15.0,18.0,15.0,14.0,12.0,9.4,10.0,8.7,7.7,7.7,2017.0,721
713,724,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,352,Iceland,154,Europe,Country,ISL,1,-19.02116966,64.79134763,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,5.3,4.9,3.2,2.0,4.3,3.9,5.0,4.5,2.2,3.3,7.9,2.8,3.5,3.9,2.8,2.4,2.1,4.5,4.5,2017.0,724
716,727,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,356,India,34,Asia,Country,IND,1,79.3608464,22.34642074,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,289.0,288.0,287.0,285.0,282.0,279.0,274.0,268.0,261.0,254.0,247.0,241.0,234.0,228.0,223.0,217.0,211.0,204.0,204.0,2017.0,727
719,730,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,360,Indonesia,35,Asia,Country,IDN,1,113.9174,-0.994582204,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,370.0,369.0,367.0,366.0,363.0,360.0,357.0,353.0,349.0,345.0,342.0,338.0,335.0,332.0,329.0,325.0,322.0,319.0,319.0,2017.0,730
722,733,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,364,Iran (Islamic Republic of),34,Asia,Country,IRN,1,54.19766348,32.74370885,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,22.0,22.0,21.0,20.0,18.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,16.0,16.0,14.0,14.0,14.0,2017.0,733
725,736,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,368,Iraq,145,Asia,Country,IRQ,1,43.76606267,33.05013795,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,50.0,50.0,49.0,49.0,48.0,48.0,48.0,47.0,46.0,46.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0,42.0,42.0,2017.0,736
728,739,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,372,Ireland,154,Europe,Country,IRL,1,-7.121425272,53.25274054,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,12.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,9.6,9.6,8.4,8.7,7.3,7.2,7.1,7.3,7.3,2017.0,739
731,742,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,376,Israel,145,Asia,Country,ISR,1,34.62277992,31.06164552,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,10.0,9.6,8.6,8.5,8.1,6.5,5.8,6.6,5.2,5.5,5.3,6.3,7.6,4.5,5.2,4.0,3.5,3.2,3.2,2017.0,742
